,sub,m1a_ll,m1b_ll,m1c_ll,m2a_ll,m2b_ll,m2c_ll
456.0,456.0,-5.153586634632289,-4.037946689628341,-4.00778269034794,-4.967228676789366,-3.992096193304877,-3.952965191775646
457.0,457.0,-13.816789931055402,-13.301955394646017,-12.474149328677486,-13.804588954744036,-13.301955394646246,-12.474149329245627
459.0,459.0,-11.170608111799467,-0.6569288420408939,-0.32136266229124577,-11.170608111810582,-6.857315512598136e-05,-3.395094481642517e-05
460.0,460.0,-12.745179563549483,-9.375252110921398,-8.944378898269516,-12.7451795635948,-9.375252110926466,-8.944378898277007
463.0,463.0,-12.646622536646458,-5.8126317141662875,-4.859254281367763,-12.196606136472214,-4.522003305174572,-3.0116617242088566
465.0,465.0,-11.505138251820206,-11.496051679831037,-11.333671981727894,-11.505138251840322,-11.496051679890654,-11.333671982092183
467.0,467.0,-7.574189551195733,-6.574621912693542,-6.4617576858388865,-7.468904937192965,-6.47185471858273,-6.343777261034193
471.0,471.0,-7.857094719952779,0.0,0.0,-7.857094719989604,0.0,0.0
473.0,473.0,-8.719953896651592,-1.5273154435399874e-07,0.0,-8.719953896735227,-1.527316924568405e-07,0.0
475.0,475.0,-8.688793774232813,-5.32862764792545,-5.31871519564452,-8.688793774241795,-5.082955069021922,-4.935899872933416
476.0,476.0,-7.949818928294984,-6.675399128912812,-5.804448289556107,-7.556979677375326,-6.675399130106867,-5.803789791244957
477.0,477.0,-10.052147077363058,0.0,0.0,-9.621150746080893,0.0,0.0
478.0,478.0,-12.686039999220187,-8.441639920770484,-7.103986049927839,-12.68451414272652,-8.441639920868392,-7.103986049931171
488.0,488.0,-6.091066288340896,-4.0183145676171685,-2.8940246928197917,-6.091066288351984,-4.018314567620211,-2.894024692832676
498.0,498.0,-13.840960056480252,-11.32996491937503,-11.323129472932909,-13.835806617759607,-11.329964919387393,-11.323129472945675
500.0,500.0,-7.632258133099228,-2.6530842954334632,-1.6282337992904081,-7.179227537996641,-2.65308429543389,-1.5655356036564716
504.0,504.0,-8.401027862611429,-8.301604723052197,-7.88228438869233,-8.40102786261826,-8.301604723220395,-7.882284390167312
505.0,505.0,-7.857039738167,-4.873041577998002,-4.175748757120247,-7.857039738184992,-4.873041578146268,-4.175748757133257
506.0,506.0,-13.06245874237598,-13.060068021912596,-12.288136411302776,-12.476649250079008,-12.176815035671483,-11.31227895459583
507.0,507.0,-10.208979061306557,-8.688093332985265,-7.889478134435185,-8.893766946796601,-7.161555640537435,-4.942305598565064
